epoch,versal,aie,sysmon_max,VCCINT_V,VCC_SOC_V,VCC_PMC_V,VCC_RAM_V,VCCINT_PSLP_V,VCCINT_PSFP_V,VCCAUX_V,VCCAUX_PMC_V,VCC_MIO_V,VCC1V8_V,VCC3V3_V,VCC_DDR4_V,VCC1V1_LP4_V,VADJ_FMC_V,MGTYAVCC_V,MGTYAVTT_V,MGTYVCCAUX_V,VCCINT_W,VCC_SOC_W,VCC_PMC_W,VCC_RAM_W,VCCINT_PSLP_W,VCCINT_PSFP_W,VCCAUX_W,VCCAUX_PMC_W,VCC_MIO_W,VCC1V8_W,VCC3V3_W,VCC_DDR4_W,VCC1V1_LP4_W,VADJ_FMC_W,MGTYAVCC_W,MGTYAVTT_W,MGTYVCCAUX_W,total_W
1786330858.46,33.281,31.671,34.195,0.8050,0.8100,0.8000,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.1987,1.1013,0.0037,0.8775,1.2025,1.4950,-1.4007,4.7507,0.1136,0.0752,0.1669,0.3690,1.5446,0.1118,0.1441,0.0117,0.0249,0.5484,1.1668,-0.0000,0.1898,0.1714,0.0037,7.9917
1786330859.46,33.257,31.984,34.195,0.8037,0.8087,0.8000,0.8013,0.7988,0.8013,1.5000,1.5000,1.8013,1.7963,3.3138,1.2000,1.1025,0.0025,0.8762,1.2038,1.4938,-1.0368,4.7433,0.1180,0.0757,0.1673,0.3662,1.5300,0.1103,0.1441,0.0126,0.0232,0.5490,1.1670,-0.0000,0.1873,0.1700,0.0030,8.3301
1786330860.46,33.718,31.687,34.195,0.8037,0.8075,0.8013,0.8000,0.8013,0.8013,1.5025,1.4988,1.8000,1.7963,3.3150,1.2012,1.1013,0.0037,0.8788,1.2025,1.4950,-1.3985,4.7360,0.1146,0.0748,0.1675,0.3594,1.5393,0.1109,0.1440,0.0126,0.0232,0.5496,1.1668,-0.0000,0.1889,0.1714,0.0030,7.9633
1786330861.46,33.710,32.039,34.195,0.8037,0.8087,0.7975,0.8000,0.7988,0.8013,1.5038,1.5000,1.8013,1.7963,3.3150,1.2000,1.1025,0.0025,0.8775,1.2012,1.4925,-1.9049,4.7433,0.1144,0.0752,0.1669,0.3658,1.5451,0.1095,0.1441,0.0117,0.0265,0.5526,1.1687,-0.0000,0.1887,0.1697,0.0030,7.4803
1786330862.46,33.484,32.031,34.195,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7950,3.3150,1.2012,1.1025,0.0025,0.8788,1.2038,1.4938,-1.5191,4.7474,0.1166,0.0761,0.1673,0.3618,1.5348,0.1103,0.1441,0.0117,0.0232,0.5472,1.1687,-0.0000,0.1911,0.1730,0.0030,7.8571
1786330863.46,33.429,31.867,34.203,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5038,1.5000,1.8013,1.7963,3.3150,1.2012,1.1013,0.0037,0.8788,1.2025,1.4938,-1.4950,4.7393,0.1138,0.0756,0.1669,0.3662,1.5459,0.1110,0.1432,0.0117,0.0232,0.5460,1.1668,-0.0000,0.1878,0.1729,0.0030,7.8782
1786330864.46,33.757,32.187,34.203,0.8037,0.8100,0.8000,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7975,3.3138,1.2000,1.1000,0.0025,0.8788,1.2025,1.4950,-1.6397,4.7547,0.1144,0.0753,0.1669,0.3626,1.5333,0.1095,0.1432,0.0126,0.0215,0.5460,1.1649,-0.0000,0.1900,0.1729,0.0030,7.7312
1786330865.46,33.359,31.468,34.203,0.8037,0.8100,0.8000,0.8013,0.7988,0.8013,1.5012,1.5000,1.8013,1.7975,3.3150,1.2000,1.1013,0.0037,0.8788,1.2038,1.4938,-1.6397,4.7466,0.1192,0.0757,0.1669,0.3714,1.5305,0.1103,0.1441,0.0126,0.0232,0.5484,1.1662,-0.0000,0.1900,0.1715,0.0037,7.7408
1786330866.46,33.406,31.710,34.203,0.8037,0.8100,0.8000,0.8013,0.8000,0.8013,1.5025,1.5000,1.8013,1.7963,3.3163,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-1.9290,4.7547,0.1112,0.0757,0.1676,0.3662,1.5408,0.1110,0.1450,0.0117,0.0232,0.5466,1.1651,-0.0000,0.1898,0.1714,0.0030,7.4539
1786330867.46,33.570,31.726,34.234,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5012,1.8013,1.7963,3.3138,1.1987,1.1013,0.0037,0.8788,1.2038,1.4938,-1.9772,4.7474,0.1126,0.0757,0.1673,0.3678,1.5333,0.1103,0.1432,0.0126,0.0232,0.5454,1.1657,-0.0000,0.1900,0.1715,0.0015,7.3904
1786330868.46,33.671,32.000,34.234,0.8037,0.8087,0.7988,0.8013,0.8000,0.8000,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0050,0.8788,1.2025,1.4938,-2.0496,4.7514,0.1090,0.0757,0.1672,0.3656,1.5356,0.1110,0.1441,0.0117,0.0249,0.5460,1.1662,-0.0000,0.1900,0.1714,0.0022,7.3224
1786330869.46,33.656,31.750,34.257,0.8025,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.4988,1.8013,1.7963,3.3150,1.2012,1.1013,0.0037,0.8775,1.2012,1.4950,-1.8297,4.7555,0.1110,0.0752,0.1673,0.3622,1.5333,0.1117,0.1432,0.0117,0.0232,0.5472,1.1679,-0.0000,0.1865,0.1712,0.0022,7.5394
1786330870.46,33.796,31.703,34.257,0.8050,0.8100,0.7988,0.8013,0.7988,0.8013,1.5025,1.5012,1.8013,1.7963,3.3125,1.2000,1.1000,0.0025,0.8775,1.2025,1.4938,-1.8113,4.7304,0.1146,0.0753,0.1669,0.3690,1.5310,0.1111,0.1432,0.0117,0.0215,0.5484,1.1655,-0.0000,0.1887,0.1729,0.0022,7.5412
1786330871.46,33.398,31.937,34.257,0.8037,0.8100,0.8000,0.8000,0.7988,0.8013,1.5025,1.5012,1.8000,1.7963,3.3150,1.2000,1.1013,0.0037,0.8788,1.2025,1.4938,-1.8567,4.7426,0.1124,0.0756,0.1669,0.3674,1.5356,0.1111,0.1440,0.0117,0.0232,0.5472,1.1668,-0.0000,0.1889,0.1699,0.0022,7.5087
1786330872.46,33.367,32.210,34.257,0.8025,0.8087,0.7988,0.8000,0.7988,0.8013,1.5038,1.5000,1.8013,1.7963,3.3138,1.2000,1.1000,0.0037,0.8788,1.2038,1.4938,-1.8056,4.7433,0.1142,0.0752,0.1669,0.3750,1.5346,0.1110,0.1441,0.0126,0.0232,0.5454,1.1660,-0.0000,0.1878,0.1715,0.0030,7.5682
1786330873.46,33.687,31.789,34.257,0.8025,0.8087,0.8000,0.8000,0.7988,0.8000,1.5025,1.4988,1.8013,1.7963,3.3150,1.2000,1.1000,0.0037,0.8775,1.2025,1.4938,-1.1075,4.7352,0.1168,0.0756,0.1673,0.3716,1.5348,0.1109,0.1450,0.0126,0.0215,0.5478,1.1655,-0.0000,0.1876,0.1714,0.0015,8.2576
1786330874.46,33.601,32.046,34.273,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5012,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0050,0.8788,1.2025,1.4950,-1.5673,4.7433,0.1162,0.0753,0.1669,0.3678,1.5433,0.1103,0.1441,0.0126,0.0215,0.5466,1.1673,-0.0000,0.1900,0.1729,0.0030,7.8138
1786330875.46,33.546,32.195,34.273,0.8037,0.8087,0.7988,0.8013,0.7988,0.8000,1.5025,1.5012,1.8013,1.7950,3.3150,1.2012,1.1025,0.0037,0.8775,1.2025,1.4950,-1.4950,4.7635,0.1126,0.0757,0.1669,0.3652,1.5378,0.1096,0.1432,0.0126,0.0249,0.5478,1.1664,-0.0000,0.1898,0.1729,0.0030,7.8969
1786330876.46,33.671,32.078,34.273,0.8037,0.8087,0.7988,0.8000,0.7975,0.8025,1.5025,1.5012,1.8013,1.7963,3.3138,1.2012,1.1013,0.0037,0.8775,1.2038,1.4938,-2.2907,4.7433,0.1118,0.0752,0.1671,0.3639,1.5371,0.1103,0.1441,0.0126,0.0232,0.5478,1.1679,-0.0000,0.1887,0.1730,0.0037,7.0790
1786330877.46,33.906,32.328,34.273,0.8037,0.8075,0.8000,0.8000,0.7975,0.8000,1.5038,1.5000,1.8013,1.7963,3.3150,1.2012,1.1000,0.0037,0.8775,1.2025,1.4938,-1.4950,4.7400,0.1124,0.0752,0.1667,0.3640,1.5466,0.1110,0.1441,0.0117,0.0232,0.5460,1.1649,-0.0000,0.1920,0.1699,0.0030,7.8756
1786330878.46,33.679,31.695,34.328,0.8050,0.8100,0.7988,0.8000,0.7988,0.8000,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8788,1.2025,1.4950,-1.1834,4.7588,0.1158,0.0756,0.1673,0.3624,1.5363,0.1103,0.1441,0.0117,0.0232,0.5772,1.1662,-0.0000,0.1900,0.1714,0.0022,8.2291
1786330879.46,33.593,32.054,34.328,0.8037,0.8100,0.7988,0.8000,0.8000,0.8013,1.5025,1.5000,1.8013,1.7963,3.3163,1.2000,1.1000,0.0050,0.8788,1.2025,1.4950,-1.3503,4.7547,0.1162,0.0756,0.1676,0.3782,1.5453,0.1110,0.1432,0.0126,0.0232,0.5466,1.1660,-0.0000,0.1889,0.1714,0.0030,8.0532
1786330880.46,33.726,32.289,34.328,0.8050,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8000,1.7950,3.3150,1.2000,1.1025,0.0037,0.8775,1.2025,1.4950,-1.1109,4.7393,0.1134,0.0757,0.1669,0.3658,1.5348,0.1095,0.1431,0.0126,0.0232,0.5460,1.1687,-0.0000,0.1876,0.1714,0.0030,8.2500
1786330881.46,33.679,32.070,34.328,0.8025,0.8100,0.8000,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1025,0.0050,0.8788,1.2025,1.4938,-1.3001,4.7588,0.1212,0.0753,0.1673,0.3630,1.5326,0.1088,0.1441,0.0117,0.0249,0.5484,1.1681,-0.0000,0.1900,0.1714,0.0030,8.0883
1786330882.46,33.460,31.609,34.328,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.5012,1.8013,1.7975,3.3138,1.2000,1.1013,0.0037,0.8788,1.2025,1.4938,-2.0254,4.7433,0.1138,0.0756,0.1673,0.3662,1.5333,0.1111,0.1441,0.0126,0.0232,0.5472,1.1668,-0.0000,0.1900,0.1729,0.0022,7.3442
1786330883.46,33.234,31.937,34.328,0.8050,0.8100,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1000,0.0025,0.8775,1.2038,1.4950,-1.8354,4.7507,0.1094,0.0748,0.1673,0.3782,1.5348,0.1095,0.1432,0.0126,0.0232,0.5460,1.1655,0.0000,0.1909,0.1715,0.0022,7.5444
1786330884.46,33.500,31.984,34.335,0.8025,0.8087,0.8000,0.8000,0.7988,0.8013,1.5025,1.5012,1.8013,1.7963,3.3163,1.2012,1.1013,0.0050,0.8775,1.2025,1.4950,-1.8778,4.7514,0.1188,0.0756,0.1669,0.3710,1.5363,0.1111,0.1450,0.0108,0.0232,0.5484,1.1657,-0.0000,0.1887,0.1684,0.0030,7.5063
1786330885.46,33.953,31.921,34.335,0.8050,0.8075,0.7988,0.8013,0.7988,0.8025,1.5025,1.5000,1.8013,1.7963,3.3150,1.2012,1.1013,0.0037,0.8788,1.2038,1.4938,-1.3766,4.7360,0.1134,0.0757,0.1669,0.3687,1.5438,0.1110,0.1441,0.0117,0.0249,0.5478,1.1657,-0.0000,0.1900,0.1700,0.0022,7.9955
1786330886.46,33.679,32.054,34.335,0.8037,0.8100,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3163,1.2000,1.1025,0.0037,0.8788,1.2038,1.4950,-1.3021,4.7466,0.1150,0.0757,0.1669,0.3718,1.5386,0.1110,0.1441,0.0126,0.0265,0.5472,1.1687,-0.0000,0.1889,0.1715,0.0037,8.0868
1786330887.46,33.750,32.039,34.359,0.8050,0.8100,0.8000,0.8000,0.7975,0.8025,1.5012,1.5000,1.8025,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2038,1.4938,-1.6422,4.7547,0.1164,0.0756,0.1667,0.3667,1.5343,0.1110,0.1442,0.0135,0.0232,0.5484,1.1673,-0.0000,0.1865,0.1715,0.0030,7.7408
1786330888.46,33.421,31.671,34.359,0.8037,0.8087,0.7988,0.8013,0.7975,0.8013,1.5025,1.4988,1.8000,1.7975,3.3138,1.2012,1.1013,0.0025,0.8788,1.2025,1.4938,-2.0254,4.7555,0.1138,0.0757,0.1675,0.3674,1.5468,0.1102,0.1431,0.0108,0.0249,0.5508,1.1668,-0.0000,0.1911,0.1714,0.0030,7.3731
1786330889.46,33.593,32.054,34.421,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.4988,1.8013,1.7950,3.3138,1.2000,1.1013,0.0037,0.8775,1.2038,1.4950,-1.3985,4.7271,0.1174,0.0756,0.1673,0.3666,1.5348,0.1094,0.1441,0.0126,0.0232,0.5526,1.1657,-0.0000,0.1909,0.1715,0.0030,7.9633
1786330890.46,33.781,31.875,34.429,0.8025,0.8075,0.7988,0.8000,0.8000,0.8013,1.5025,1.5000,1.8000,1.7950,3.3150,1.2012,1.1013,0.0050,0.8775,1.2025,1.4925,-1.2760,4.7441,0.1182,0.0756,0.1676,0.3698,1.5453,0.1095,0.1431,0.0126,0.0232,0.5532,1.1668,-0.0000,0.1909,0.1714,0.0015,8.1166
1786330891.46,33.750,31.960,34.429,0.8037,0.8087,0.8000,0.8000,0.7988,0.8013,1.5025,1.5000,1.8000,1.7950,3.3138,1.2000,1.1000,0.0037,0.8788,1.2025,1.4950,-1.3985,4.7433,0.1224,0.0756,0.1673,0.3702,1.5386,0.1103,0.1440,0.0117,0.0249,0.5478,1.1643,-0.0000,0.1911,0.1714,0.0030,7.9873
1786330892.46,33.421,31.984,34.429,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5038,1.5000,1.8013,1.7963,3.3138,1.2000,1.1025,0.0037,0.8775,1.2025,1.4938,-2.2425,4.7474,0.1178,0.0752,0.1673,0.3698,1.5316,0.1103,0.1441,0.0126,0.0232,0.5520,1.1681,-0.0000,0.1887,0.1714,0.0037,7.1406
1786330893.46,33.867,32.398,34.476,0.8037,0.8087,0.8000,0.7988,0.7975,0.8013,1.5025,1.4988,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8788,1.2025,1.4950,-1.9290,4.7352,0.1188,0.0755,0.1671,0.3734,1.5341,0.1102,0.1432,0.0126,0.0232,0.5478,1.1662,-0.0000,0.1900,0.1699,0.0022,7.4403
1786330894.46,33.742,31.648,34.476,0.8037,0.8100,0.8000,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-1.4950,4.7507,0.1120,0.0752,0.1673,0.3662,1.5356,0.1095,0.1432,0.0117,0.0232,0.5490,1.1668,-0.0000,0.1898,0.1714,0.0022,7.8786
1786330895.46,33.437,32.054,34.476,0.8025,0.8100,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.1987,1.1013,0.0037,0.8788,1.2025,1.4938,-1.3963,4.7507,0.1154,0.0756,0.1673,0.3714,1.5363,0.1110,0.1441,0.0126,0.0232,0.5454,1.1662,0.0000,0.1900,0.1729,0.0015,7.9873
1786330896.46,33.835,32.359,34.476,0.8025,0.8100,0.8000,0.8000,0.7975,0.8013,1.5025,1.5000,1.8000,1.7963,3.3150,1.2012,1.1013,0.0037,0.8788,1.2025,1.4938,-1.6130,4.7345,0.1152,0.0752,0.1671,0.3634,1.5416,0.1110,0.1440,0.0126,0.0249,0.5466,1.1673,-0.0000,0.1900,0.1729,0.0030,7.7560
1786330897.50,33.921,32.054,34.476,0.8013,0.8100,0.7988,0.8000,0.7988,0.8013,1.5025,1.5012,1.8000,1.7950,3.3150,1.1987,1.1025,0.0037,0.8775,1.2025,1.4950,-1.3942,4.7790,0.1154,0.0760,0.1677,0.5312,1.5356,0.1111,0.1440,0.0126,0.0232,0.5472,1.1687,-0.0000,0.1909,0.1729,0.0022,8.1835
1786330898.50,33.570,32.015,34.476,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.5000,1.8000,1.7975,3.3150,1.2000,1.1013,0.0025,0.8775,1.2038,1.4950,-1.7602,4.7393,0.1102,0.0753,0.1669,0.3441,1.5326,0.1110,0.1440,0.0117,0.0232,0.5466,1.1673,-0.0000,0.1898,0.1700,0.0030,7.5748
1786330899.50,33.515,32.125,34.476,0.8037,0.8100,0.7988,0.8013,0.8000,0.8013,1.5025,1.5012,1.8013,1.7963,3.3138,1.2012,1.1013,0.0025,0.8775,1.2025,1.4938,-1.2056,4.7628,0.1130,0.0757,0.1672,0.3662,1.5333,0.1103,0.1432,0.0126,0.0249,0.5466,1.1668,-0.0000,0.1898,0.1714,0.0037,8.1817
1786330900.50,33.578,32.054,34.476,0.8037,0.8087,0.8000,0.8000,0.7988,0.8013,1.5012,1.5000,1.8013,1.7950,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4938,-0.9645,4.7433,0.1116,0.0752,0.1673,0.3630,1.5455,0.1103,0.1441,0.0117,0.0232,0.5460,1.1668,-0.0000,0.1909,0.1699,0.0030,8.4071
1786330901.50,33.578,31.890,34.476,0.8037,0.8087,0.7988,0.8000,0.7988,0.8013,1.5025,1.4988,1.8000,1.7963,3.3163,1.2000,1.1025,0.0037,0.8788,1.2025,1.4938,-2.0013,4.7514,0.1130,0.0756,0.1669,0.3718,1.5356,0.1102,0.1440,0.0126,0.0232,0.5460,1.1687,-0.0000,0.1900,0.1714,0.0030,7.3819
1786330902.50,33.460,32.187,34.476,0.8037,0.8087,0.7988,0.8013,0.7975,0.8013,1.5025,1.5000,1.8000,1.7963,3.3150,1.2000,1.1013,0.0050,0.8775,1.2025,1.4950,-1.3985,4.7474,0.1150,0.0757,0.1671,0.3638,1.5341,0.1118,0.1449,0.0135,0.0232,0.5472,1.1657,-0.0000,0.1909,0.1729,0.0030,7.9774
1786330903.50,33.328,32.312,34.476,0.8037,0.8100,0.8000,0.8013,0.7988,0.8000,1.5025,1.5000,1.8013,1.7975,3.3138,1.2000,1.1013,0.0037,0.8788,1.2025,1.4938,-0.9645,4.7466,0.1100,0.0757,0.1669,0.3716,1.5408,0.1095,0.1441,0.0126,0.0232,0.5478,1.1668,-0.0000,0.1911,0.1699,0.0030,8.4151
1786330904.50,33.335,31.867,34.476,0.8037,0.8075,0.8000,0.8013,0.7988,0.8025,1.5025,1.4988,1.8013,1.7963,3.3150,1.2000,1.1025,0.0025,0.8788,1.2038,1.4950,-1.5191,4.7279,0.1180,0.0749,0.1665,0.3655,1.5348,0.1102,0.1441,0.0126,0.0232,0.5466,1.1675,-0.0000,0.1911,0.1730,0.0037,7.8407
1786330905.50,33.859,32.265,34.476,0.8025,0.8087,0.8000,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3163,1.2000,1.1013,0.0037,0.8775,1.2025,1.4950,-1.5649,4.7595,0.1112,0.0761,0.1669,0.3678,1.5356,0.1095,0.1432,0.0126,0.0249,0.5466,1.1657,-0.0000,0.1909,0.1729,0.0022,7.8206
1786330906.50,33.593,32.179,34.476,0.8037,0.8100,0.7988,0.8013,0.7975,0.8013,1.5025,1.5000,1.8013,1.7950,3.3150,1.2012,1.1013,0.0025,0.8788,1.2025,1.4938,-1.0851,4.7426,0.1134,0.0753,0.1671,0.3658,1.5461,0.1095,0.1450,0.0126,0.0249,0.5478,1.1662,-0.0000,0.1922,0.1699,0.0030,8.2961
1786330907.50,33.914,32.132,34.476,0.8037,0.8087,0.8000,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4950,-1.3744,4.7514,0.1144,0.0756,0.1677,0.3718,1.5341,0.1118,0.1432,0.0126,0.0249,0.5472,1.1668,-0.0000,0.1887,0.1714,0.0030,8.0099
1786330908.50,33.601,31.890,34.476,0.8037,0.8075,0.7975,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3138,1.2012,1.1000,0.0037,0.8775,1.2038,1.4950,-1.9049,4.7521,0.1164,0.0757,0.1669,0.3714,1.5378,0.1103,0.1432,0.0126,0.0232,0.5472,1.1660,-0.0000,0.1887,0.1700,0.0022,7.4788
1786330909.50,33.460,31.843,34.476,0.8050,0.8087,0.8000,0.8000,0.7988,0.8025,1.5025,1.4988,1.8000,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2038,1.4938,-2.0286,4.7312,0.1148,0.0760,0.1673,0.3615,1.5483,0.1102,0.1449,0.0117,0.0249,0.5466,1.1657,0.0000,0.1898,0.1700,0.0030,7.3372
1786330910.50,33.687,32.226,34.476,0.8037,0.8087,0.7975,0.8013,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0025,0.8788,1.2025,1.4938,-1.2297,4.7312,0.1085,0.0757,0.1673,0.3722,1.5371,0.1110,0.1432,0.0126,0.0232,0.5454,1.1673,-0.0000,0.1900,0.1714,0.0022,8.1285
1786330911.50,33.851,32.039,34.476,0.8037,0.8100,0.7988,0.8000,0.7988,0.8013,1.5038,1.5000,1.8013,1.7963,3.3150,1.2012,1.1025,0.0037,0.8788,1.2025,1.4950,-1.5914,4.7669,0.1142,0.0756,0.1673,0.3666,1.5459,0.1095,0.1450,0.0117,0.0232,0.5472,1.1675,0.0000,0.1889,0.1714,0.0022,7.8116
1786330912.50,33.570,31.914,34.476,0.8025,0.8087,0.7975,0.8013,0.7988,0.8013,1.5012,1.5000,1.8025,1.7963,3.3138,1.2000,1.1000,0.0050,0.8775,1.2038,1.4938,-1.4926,4.7555,0.1113,0.0757,0.1673,0.3682,1.5388,0.1103,0.1442,0.0117,0.0232,0.5460,1.1660,-0.0000,0.1887,0.1700,0.0030,7.8871
1786330913.50,33.531,32.023,34.476,0.8037,0.8075,0.7988,0.8000,0.8000,0.8013,1.5012,1.5000,1.8025,1.7963,3.3138,1.2000,1.1025,0.0025,0.8788,1.2025,1.4925,-1.3262,4.7279,0.1138,0.0752,0.1676,0.3666,1.5320,0.1110,0.1442,0.0126,0.0232,0.5460,1.1681,0.0000,0.1889,0.1699,0.0022,8.0230
1786330914.50,33.429,32.101,34.476,0.8037,0.8100,0.7988,0.8000,0.7975,0.8013,1.5025,1.5000,1.8025,1.7975,3.3150,1.2000,1.1013,0.0037,0.8775,1.2038,1.4938,-1.6397,4.7507,0.1086,0.0752,0.1671,0.3714,1.5498,0.1110,0.1433,0.0126,0.0215,0.5496,1.1673,-0.0000,0.1887,0.1700,0.0030,7.7501
1786330915.50,33.843,32.226,34.492,0.8025,0.8100,0.8000,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3150,1.2000,1.1013,0.0050,0.8788,1.2038,1.4938,-1.5890,4.7507,0.1176,0.0756,0.1669,0.3758,1.5371,0.1103,0.1432,0.0135,0.0249,0.5460,1.1662,-0.0000,0.1878,0.1700,0.0030,7.7995
1786330916.50,33.468,32.171,34.492,0.8037,0.8087,0.7988,0.8013,0.7988,0.8013,1.5012,1.5012,1.8013,1.7975,3.3138,1.2000,1.1013,0.0037,0.8788,1.2038,1.4938,-1.2538,4.7433,0.1150,0.0757,0.1669,0.3678,1.5320,0.1111,0.1432,0.0126,0.0232,0.5454,1.1673,-0.0000,0.1889,0.1730,0.0030,8.1147
1786330917.50,33.625,32.343,34.492,0.8037,0.8100,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8000,1.7963,3.3150,1.2000,1.1013,0.0037,0.8775,1.2025,1.4950,-1.4468,4.7588,0.1110,0.0752,0.1673,0.3594,1.5386,0.1103,0.1440,0.0117,0.0215,0.5460,1.1662,-0.0000,0.1887,0.1699,0.0022,7.9239
1786330918.50,33.867,32.210,34.523,0.8037,0.8087,0.7988,0.8000,0.7975,0.8000,1.5025,1.5000,1.8013,1.7963,3.3150,1.2012,1.1000,0.0037,0.8788,1.2025,1.4950,-1.3021,4.7312,0.1130,0.0756,0.1667,0.3660,1.5341,0.1118,0.1441,0.0117,0.0249,0.5466,1.1638,-0.0000,0.1878,0.1714,0.0030,8.0494
1786330919.50,34.023,32.265,34.523,0.8037,0.8100,0.8000,0.8013,0.7988,0.8013,1.5012,1.4988,1.8000,1.7963,3.3163,1.2000,1.1025,0.0025,0.8788,1.2025,1.4938,-1.7361,4.7547,0.1112,0.0753,0.1673,0.3686,1.5350,0.1102,0.1440,0.0144,0.0232,0.5490,1.1681,-0.0000,0.1911,0.1744,0.0037,7.6541
1786330920.50,33.726,32.414,34.523,0.8037,0.8100,0.7988,0.8013,0.7988,0.8013,1.5025,1.4988,1.8000,1.7975,3.3150,1.2000,1.1025,0.0037,0.8788,1.2025,1.4950,-1.6397,4.7507,0.1150,0.0753,0.1673,0.3658,1.5446,0.1102,0.1431,0.0126,0.0215,0.5472,1.1687,-0.0000,0.1878,0.1699,0.0022,7.7422
1786330921.50,33.710,32.468,34.523,0.8037,0.8100,0.7975,0.8013,0.8000,0.8000,1.5012,1.4988,1.8013,1.7963,3.3150,1.2000,1.1025,0.0037,0.8788,1.2025,1.4950,-1.7361,4.7507,0.1164,0.0753,0.1672,0.3708,1.5320,0.1094,0.1432,0.0126,0.0232,0.5466,1.1692,0.0000,0.1878,0.1699,0.0030,7.6412
1786330922.50,33.718,32.085,34.523,0.8025,0.8087,0.7988,0.8013,0.7988,0.8013,1.5025,1.4988,1.8013,1.7963,3.3150,1.2000,1.1013,0.0050,0.8788,1.2025,1.4938,-1.5167,4.7312,0.1142,0.0757,0.1673,0.3690,1.5356,0.1109,0.1432,0.0117,0.0249,0.5478,1.1668,-0.0000,0.1900,0.1714,0.0030,7.8459
1786330923.50,33.812,32.078,34.523,0.8025,0.8100,0.7988,0.8000,0.7988,0.8013,1.5025,1.5000,1.8013,1.7963,3.3138,1.2000,1.1025,0.0050,0.8775,1.2038,1.4950,-1.3482,4.7547,0.1154,0.0752,0.1673,0.3694,1.5476,0.1095,0.1432,0.0126,0.0215,0.5472,1.1681,-0.0000,0.1876,0.1700,0.0022,8.0433
1786330924.50,33.906,32.406,34.523,0.8037,0.8100,0.7988,0.8013,0.7988,0.8013,1.5025,1.4988,1.8013,1.7963,3.3150,1.1987,1.1025,0.0037,0.8775,1.2025,1.4950,-1.7602,4.7628,0.1138,0.0753,0.1673,0.3586,1.5363,0.1102,0.1432,0.0126,0.0215,0.5472,1.1675,-0.0000,0.1920,0.1699,0.0030,7.6210
1786330925.50,33.664,32.328,34.523,0.8025,0.8087,0.7988,0.8000,0.7988,0.8000,1.5038,1.5000,1.8013,1.7963,3.3150,1.2000,1.1025,0.0037,0.8788,1.2025,1.4950,-2.1186,4.7433,0.1110,0.0760,0.1669,0.3684,1.5459,0.1103,0.1432,0.0117,0.0249,0.5472,1.1687,-0.0000,0.1889,0.1684,0.0030,7.2590
1786330926.50,33.750,32.554,34.523,0.8037,0.8087,0.7988,0.8013,0.7988,0.8000,1.5025,1.5000,1.8013,1.7950,3.3150,1.1987,1.1013,0.0025,0.8775,1.2038,1.4938,-1.7602,4.7352,0.1110,0.0749,0.1673,0.3584,1.5431,0.1103,0.1441,0.0117,0.0249,0.5460,1.1668,-0.0000,0.1887,0.1685,0.0022,7.5929
